function_id,degree,base_field_label,base_field_degree,sigma_one,sigma_two,sigma_three,ordinal,citations,family,original_model,monic_centered,chebyshev_model,reduced_model,newton_model,display_model,is_polynomial,is_chebyshev,is_newton,is_lattes,is_pcf,automorphism_group_cardinality,rational_twists,critical_portrait_cardinality,post_critical_cardinality,critical_portrait_components,critical_portrait_structure,critical_portrait_graph_id
62,2,1.1.1.1,1,32efc84f,a199d7c9,689e916d,1,{4},{1},"(""{{4,0,7},{0,0,4}}"",256,{2},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,7/4},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{4,0,7},{0,0,4}}"",256,{2},1.9459101490553132,1.1.1.1,""{1,1,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
63,2,1.1.1.1,1,751d2996,7bc729ec,f339b0eb,1,{4},{1},"(""{{4,0,-7},{0,0,4}}"",256,{2},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-7/4},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{4,0,-7},{0,0,4}}"",256,{},1.9459101490553132,1.1.1.1,""{2,-1,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
64,2,1.1.1.1,1,043b148a,4a2825c4,b27700dc,1,{4},{1},"(""{{7,0,5},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,5/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,5},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,3,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
65,2,1.1.1.1,1,33e463d0,1fba2d18,a5b8ec1b,1,{4},{1},"(""{{7,0,-5},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-5/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,-5},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,-3,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
66,2,1.1.1.1,1,1f5c0a28,dacd1418,94aecc9a,1,{4},{1},"(""{{5,0,7},{0,0,5}}"",625,{5},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,7/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,7},{0,0,5}}"",625,{5},1.9459101490553132,1.1.1.1,""{1,3,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
67,2,1.1.1.1,1,55f19680,f0d3cc90,fc50c9ff,1,{4},{1},"(""{{5,0,-7},{0,0,5}}"",625,{5},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-7/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,-7},{0,0,5}}"",625,{5},1.9459101490553132,1.1.1.1,""{1,-4,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
141,3,1.1.1.1,1,207a4af6,569a50e1,e1887972,1,{1},{},"(""{{1,0,-2,0},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-2,0},{0,0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-2,0},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,2,,,,,,
68,2,1.1.1.1,1,92d434a2,f0b0e1c0,d085fdb2,1,{4},{1},"(""{{7,0,6},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,6/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,6},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,3,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
69,2,1.1.1.1,1,f408f241,2e36a50e,f7850573,1,{4},{1},"(""{{7,0,-6},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-6/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,-6},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,-4,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
70,2,1.1.1.1,1,3b94d44b,8abbe6bd,f4163cc2,1,{4},{1},"(""{{6,0,7},{0,0,6}}"",1296,""{2,3}"",1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,7/6},{0,0,1}}"",1,""{2,3}"",,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{6,0,7},{0,0,6}}"",1296,""{2,3}"",1.9459101490553132,1.1.1.1,""{1,3,0,6}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
71,2,1.1.1.1,1,8c6fe6cc,c906461b,7363c394,1,{4},{1},"(""{{6,0,-7},{0,0,6}}"",1296,""{2,3}"",1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-7/6},{0,0,1}}"",1,""{2,3}"",,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{6,0,-7},{0,0,6}}"",1296,""{2,3}"",1.9459101490553132,1.1.1.1,""{1,-4,0,6}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
72,2,1.1.1.1,1,aeee7e54,cf527747,3c59b91e,1,,{},"(""{{2,2,2},{-1,2,2}}"",36,""{2,3}"",0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,2,2},{-1,2,2}}"",36,""{2,3}"",0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
73,2,1.1.1.1,1,3820c4e8,170a355a,c98a6e5a,1,,{},"(""{{2,2,2},{-1,2,1}}"",28,""{2,7}"",0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,2,2},{-1,2,1}}"",28,{7},0.6931471805599453,1.1.1.1,""{-1,-1,1,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
74,2,1.1.1.1,1,0aca8230,3996e51a,4ec57857,1,,{},"(""{{2,2,2},{-1,2,3}}"",52,""{2,13}"",1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,2,2},{-1,2,3}}"",52,""{2,13}"",1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
75,2,1.1.1.1,1,b9b1f40d,ccee5ea1,e43de7ef,1,,{},"(""{{4,4,4},{-2,4,3}}"",496,""{2,31}"",1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,4,4},{-2,4,3}}"",496,""{2,31}"",1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
76,2,1.1.1.1,1,8e747a82,81ffac88,b35ee7c5,1,,{},"(""{{4,4,4},{-2,4,5}}"",688,""{2,43}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,4,4},{-2,4,5}}"",688,""{2,43}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
77,2,1.1.1.1,1,d45c3ead,20c390e2,7b761892,1,,{},"(""{{2,2,2},{-1,2,0}}"",28,""{2,7}"",0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,2,2},{-1,2,0}}"",28,""{2,7}"",0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
78,2,1.1.1.1,1,11c0ba35,4d2752eb,72ed7582,1,,{},"(""{{2,2,2},{-1,2,4}}"",76,""{2,19}"",1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,2,2},{-1,2,4}}"",76,""{2,19}"",1.3862943611198906,1.1.1.1,""{-1,0,0,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
79,2,1.1.1.1,1,640ced45,68750ed1,81fbf717,1,,{},"(""{{2,1,1},{-1,3,1}}"",23,{23},1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,1,1},{-1,3,1}}"",23,{23},1.0986122886681098,1.1.1.1,""{0,-1,1,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
80,2,1.1.1.1,1,b5f302b7,47bbb379,564a7ab6,1,,{},"(""{{2,1,1},{-1,3,0}}"",22,""{2,11}"",1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,1,1},{-1,3,0}}"",22,""{2,11}"",1.0986122886681098,1.1.1.1,""{-1,0,1,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
81,2,1.1.1.1,1,94f82211,44b04e71,49598d39,1,,{},"(""{{2,1,1},{-1,3,2}}"",32,{2},1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,1,1},{-1,3,2}}"",32,{2},1.0986122886681098,1.1.1.1,""{-2,-1,2,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
82,2,1.1.1.1,1,e3ffb141,0b7b056b,719d601c,1,,{},"(""{{4,2,2},{-2,6,1}}"",344,""{2,43}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,2,2},{-2,6,1}}"",344,""{2,43}"",1.791759469228055,1.1.1.1,""{-1,0,1,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
83,2,1.1.1.1,1,c8048f58,428781a2,a1bd415f,1,,{},"(""{{4,2,2},{-2,6,3}}"",424,""{2,53}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,2,2},{-2,6,3}}"",424,""{2,53}"",1.791759469228055,1.1.1.1,""{0,-1,1,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
84,2,1.1.1.1,1,56381d65,a3e0f4f1,6de9713a,1,,{},"(""{{2,1,1},{-1,3,-1}}"",29,{29},1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,1,1},{-1,3,-1}}"",29,{29},1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
85,2,1.1.1.1,1,f7db9eed,df6364cf,06a82cee,1,,{},"(""{{2,1,1},{-1,3,3}}"",49,{7},1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,1,1},{-1,3,3}}"",49,{7},1.0986122886681098,1.1.1.1,""{-1,0,0,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
86,2,1.1.1.1,1,99c8f6a4,4e19a5a0,6c8a0ad5,1,,{},"(""{{2,3,3},{-1,1,3}}"",51,""{3,17}"",1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,3,3},{-1,1,3}}"",51,""{3,17}"",1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
87,2,1.1.1.1,1,a29cd270,00bf03da,cccfe6c5,1,,{},"(""{{2,3,3},{-1,1,2}}"",34,""{2,17}"",1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,3,3},{-1,1,2}}"",34,""{2,17}"",1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
88,2,1.1.1.1,1,705cf5d2,8df5d3cd,68d704b8,1,,{},"(""{{2,3,3},{-1,1,4}}"",76,""{2,19}"",1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,3,3},{-1,1,4}}"",76,{19},1.3862943611198906,1.1.1.1,""{1,-1,1,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
89,2,1.1.1.1,1,97f68957,2ae902ba,621ee279,1,,{},"(""{{4,6,6},{-2,2,5}}"",664,""{2,83}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,6,6},{-2,2,5}}"",664,""{2,83}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
90,2,1.1.1.1,1,7d9f0411,43542057,622c7e67,1,,{},"(""{{4,6,6},{-2,2,7}}"",1000,""{2,5}"",1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,6,6},{-2,2,7}}"",1000,""{2,5}"",1.9459101490553132,1.1.1.1,""{-2,-1,1,-2}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
91,2,1.1.1.1,1,54b6b1e7,9046ee8a,ad433db6,1,,{},"(""{{2,3,3},{-1,1,1}}"",25,{5},1.0986122886681098,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,3,3},{-1,1,1}}"",25,{5},1.0986122886681098,1.1.1.1,""{1,-1,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
92,2,1.1.1.1,1,dd190b73,a00e0243,873c0b7e,1,,{},"(""{{2,3,3},{-1,1,5}}"",109,{109},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{2,3,3},{-1,1,5}}"",109,{109},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
93,2,1.1.1.1,1,f86af7b7,8b3d56fe,cb65279b,1,,{},"(""{{4,3,3},{-2,5,3}}"",480,""{2,3,5}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,3,3},{-2,5,3}}"",480,""{2,3,5}"",1.6094379124341003,1.1.1.1,""{-1,-2,1,-2}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
94,2,1.1.1.1,1,269d6d4e,d2499926,4b401fd7,1,,{},"(""{{4,3,3},{-2,5,1}}"",412,""{2,103}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,3,3},{-2,5,1}}"",412,""{2,103}"",1.6094379124341003,1.1.1.1,""{-1,0,1,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
95,2,1.1.1.1,1,cbbd4b53,2379087c,cd154c87,1,,{},"(""{{4,3,3},{-2,5,5}}"",676,""{2,13}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,3,3},{-2,5,5}}"",676,""{2,13}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
96,2,1.1.1.1,1,37c2e255,6841d96c,9015b394,1,,{},"(""{{4,3,3},{-2,5,2}}"",430,""{2,5,43}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,3,3},{-2,5,2}}"",430,""{2,5,43}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
97,2,1.1.1.1,1,f5b499eb,d53e36b4,b09c8a2d,1,,{},"(""{{4,3,3},{-2,5,4}}"",562,""{2,281}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,3,3},{-2,5,4}}"",562,""{2,281}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
98,2,1.1.1.1,1,0110dfc2,f2b65b67,aa1b924a,1,,{},"(""{{4,3,3},{-2,5,-1}}"",472,""{2,59}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,3,3},{-2,5,-1}}"",472,""{2,59}"",1.6094379124341003,1.1.1.1,""{-1,-1,1,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
99,2,1.1.1.1,1,df4f025e,a961a944,04ae596c,1,,{},"(""{{4,3,3},{-2,5,7}}"",1000,""{2,5}"",1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,3,3},{-2,5,7}}"",1000,""{2,5}"",1.9459101490553132,1.1.1.1,""{1,-6,1,4}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
100,2,1.1.1.1,1,841cfe5b,51151fc6,f8b6f5f4,1,,{},"(""{{4,5,5},{-2,3,5}}"",680,""{2,5,17}"",1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{4,5,5},{-2,3,5}}"",680,""{2,5,17}"",1.6094379124341003,1.1.1.1,""{-1,-1,1,-1}"",1.1.1.1)",,reduced,f,f,f,f,f,1,,,,,,
