function_id,degree,base_field_label,base_field_degree,sigma_one,sigma_two,sigma_three,ordinal,citations,family,original_model,monic_centered,chebyshev_model,reduced_model,newton_model,display_model,is_polynomial,is_chebyshev,is_newton,is_lattes,is_pcf,automorphism_group_cardinality,rational_twists,critical_portrait_cardinality,post_critical_cardinality,critical_portrait_components,critical_portrait_structure,critical_portrait_graph_id
27,2,1.1.1.1,1,8e9cb42d,763566e5,3992e601,1,{4},{1},"(""{{1,0,-5},{0,0,1}}"",1,{},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-5},{0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-5},{0,0,1}}"",1,{},1.6094379124341003,1.1.1.1,""{1,-1,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
28,2,1.1.1.1,1,525c7a8e,9c772695,0fe1de40,1,{4},{1},"(""{{5,0,2},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,2/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,2},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,2,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
129,3,1.1.1.1,1,9f1e2be0,21e67fe5,ca0c8f12,1,{1},{},"(""{{2,0,1,2},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,1/2,1},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,1,2},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
127,3,1.1.1.1,1,34093f3a,5b5f3f88,012b7054,1,{1},{},"(""{{1,0,-1,2},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1,2},{0,0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-1,2},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
29,2,1.1.1.1,1,3335d1db,5fd53602,13096922,1,{4},{1},"(""{{5,0,-2},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-2/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,-2},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,-1,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
130,3,1.1.1.1,1,bf7a5323,4f541b42,18f41498,1,{1},{},"(""{{2,0,1,1},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,1/2,1/2},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,1,1},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
30,2,1.1.1.1,1,e683f603,d7e5253b,59c69ca9,1,{4},{1},"(""{{2,0,5},{0,0,2}}"",16,{2},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,5/2},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,5},{0,0,2}}"",16,{2},1.6094379124341003,1.1.1.1,""{1,1,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
133,3,1.1.1.1,1,12f12966,af580181,fc798993,1,{1},{},"(""{{2,0,-1,2},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1/2,1},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,-1,2},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
31,2,1.1.1.1,1,1b238295,ea39464c,a2b751ef,1,{4},{1},"(""{{2,0,-5},{0,0,2}}"",16,{2},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-5/2},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,-5},{0,0,2}}"",16,{2},1.6094379124341003,1.1.1.1,""{1,-2,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
131,3,1.1.1.1,1,3d75004c,2d864c49,5622f1d0,1,{1},{},"(""{{2,0,1,4},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,1/2,2},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,1,4},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
124,3,1.1.1.1,1,f0a5cca7,42669779,3d3b446f,1,{1},{},"(""{{1,0,-1,0},{0,0,0,1}}"",1,{},0,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1,0},{0,0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-1,0},{0,0,0,1}}"",1,{},0,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,2,,,,,,
134,3,1.1.1.1,1,628a3112,d8b57d6b,5c0355ec,1,{1},{},"(""{{2,0,-1,1},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1/2,1/2},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,-1,1},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
32,2,1.1.1.1,1,7d2a94e3,c56cff76,7ee94e11,1,{4},{1},"(""{{5,0,3},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,3/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,3},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,2,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
135,3,1.1.1.1,1,58274684,fb39c13d,d552709e,1,{1},{},"(""{{2,0,-1,4},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1/2,2},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,-1,4},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
33,2,1.1.1.1,1,8fa6a703,0b3e923b,e7d3b3c7,1,{4},{1},"(""{{5,0,-3},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-3/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,-3},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,-2,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
138,3,1.1.1.1,1,31ee60b5,4078844b,03e89e0f,1,{1},{},"(""{{1,0,2,1},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,2,1},{0,0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,2,1},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
34,2,1.1.1.1,1,342a1a75,6678ab0e,7cb77a47,1,{4},{1},"(""{{3,0,5},{0,0,3}}"",81,{3},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,5/3},{0,0,1}}"",1,{3},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{3,0,5},{0,0,3}}"",81,{3},1.6094379124341003,1.1.1.1,""{1,1,0,3}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
139,3,1.1.1.1,1,11b17b7d,7e014079,fcf9d464,1,{1},{},"(""{{2,0,4,1},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,2,1/2},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,4,1},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
35,2,1.1.1.1,1,81d622c8,e67115b8,eac92582,1,{4},{1},"(""{{3,0,-5},{0,0,3}}"",81,{3},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-5/3},{0,0,1}}"",1,{3},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{3,0,-5},{0,0,3}}"",81,{3},1.6094379124341003,1.1.1.1,""{1,-2,0,3}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
142,3,1.1.1.1,1,14e68d04,ea27de42,15ce6c25,1,{1},{},"(""{{1,0,-2,1},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-2,1},{0,0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-2,1},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
140,3,1.1.1.1,1,24bc8055,06b0d6a0,ada0a3f9,1,{1},{},"(""{{1,0,2,2},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,2,2},{0,0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,2,2},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
36,2,1.1.1.1,1,108da26c,c088c7c0,faa8a740,1,{4},{1},"(""{{5,0,4},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,4/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,4},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,3,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
143,3,1.1.1.1,1,4ab2ca28,28db4d74,3d8f9f21,1,{1},{},"(""{{2,0,-4,1},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-2,1/2},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,-4,1},{0,0,0,2}}"",64,{2},1.3862943611198906,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
37,2,1.1.1.1,1,22725afe,4113354a,97d809d6,1,{4},{1},"(""{{5,0,-4},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-4/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,-4},{0,0,5}}"",625,{5},1.6094379124341003,1.1.1.1,""{1,-2,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
144,3,1.1.1.1,1,f1d8a4f8,0c07551b,0a812730,1,{1},{},"(""{{1,0,-2,2},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-2,2},{0,0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-2,2},{0,0,0,1}}"",1,{},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
38,2,1.1.1.1,1,7aeec79a,17601021,3f0ec988,1,{4},{1},"(""{{4,0,5},{0,0,4}}"",256,{2},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,5/4},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{4,0,5},{0,0,4}}"",256,{},1.6094379124341003,1.1.1.1,""{2,1,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
39,2,1.1.1.1,1,5be03fec,edfe525a,d021f993,1,{4},{1},"(""{{4,0,-5},{0,0,4}}"",256,{2},1.6094379124341003,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-5/4},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{4,0,-5},{0,0,4}}"",256,{2},1.6094379124341003,1.1.1.1,""{1,-1,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
159,2,1.1.1.1,1,a35a25cc,024ac6d7,0f7d493d,1,,{},"(""{{1,-2,0},{0,-2,1}}"",-3,{3},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{1,-2,0},{0,-2,1}}"",-3,{3},0.6931471805599453,1.1.1.1,""{1,0,1,1}"",1.1.1.1)",,reduced,f,f,f,f,t,6,"{160,161}",2,2,{2},{2},
160,2,1.1.1.1,1,a35a25cc,024ac6d7,0f7d493d,2,,{},"(""{{0,4,-12},{3,0,-2}}"",1200,""{2,3,5}"",2.4849066497880004,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{0,4,-12},{3,0,-2}}"",1200,""{2,3}"",2.4849066497880004,1.1.1.1,""{-2,-4,1,-3}"",1.1.1.1)",,reduced,f,f,f,f,t,6,"{159,161}",2,2,{2},{2},
40,2,1.1.1.1,1,48ef6639,41e97fe6,2b3ae21a,1,{4},{1},"(""{{6,0,1},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,1/6},{0,0,1}}"",1,""{2,3}"",,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{6,0,1},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,3,0,6}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
161,2,1.1.1.1,1,a35a25cc,024ac6d7,0f7d493d,3,,{},"(""{{0,4,-21},{1,0,-2}}"",409,{409},3.044522437723423,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,,"(""{{0,4,-21},{1,0,-2}}"",409,{409},3.044522437723423,1.1.1.1,""{1,-3,0,1}"",1.1.1.1)",,reduced,f,f,f,f,t,6,"{159,160}",2,2,{2},{2},
128,3,1.1.1.1,1,47ada038,10e04864,2c8cfb2a,1,{1},{},"(""{{2,0,1,0},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,1/2,0},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,1,0},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{0,-1,1,0}"",1.1.1.1)",,monic centered,t,f,f,f,f,2,,,,,,
41,2,1.1.1.1,1,9b181448,da2eac2d,815f4e2a,1,{4},{1},"(""{{6,0,-1},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1/6},{0,0,1}}"",1,""{2,3}"",,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{6,0,-1},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,0,0,6}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
42,2,1.1.1.1,1,154de0d3,d212b6a3,9e3c7660,1,{4},{1},"(""{{1,0,6},{0,0,1}}"",1,{},1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,6},{0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,6},{0,0,1}}"",1,{},1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
43,2,1.1.1.1,1,ae141c9e,80286bb9,c27b48ed,1,{4},{1},"(""{{1,0,-6},{0,0,1}}"",1,{},1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-6},{0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-6},{0,0,1}}"",1,{},1.791759469228055,1.1.1.1,""{1,-1,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
44,2,1.1.1.1,1,4645b86f,90a9e518,039e01ca,1,{4},{1},"(""{{6,0,5},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,5/6},{0,0,1}}"",1,""{2,3}"",,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{6,0,5},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,3,0,6}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
45,2,1.1.1.1,1,392c40e2,bf8ae00c,cd82ca18,1,{4},{1},"(""{{6,0,-5},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-5/6},{0,0,1}}"",1,""{2,3}"",,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{6,0,-5},{0,0,6}}"",1296,""{2,3}"",1.791759469228055,1.1.1.1,""{1,-3,0,6}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
46,2,1.1.1.1,1,48bfca1f,4afcd8d1,3530044c,1,{4},{1},"(""{{5,0,6},{0,0,5}}"",625,{5},1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,6/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,6},{0,0,5}}"",625,{5},1.791759469228055,1.1.1.1,""{1,3,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
47,2,1.1.1.1,1,431eff40,3586fc60,186ea3c3,1,{4},{1},"(""{{5,0,-6},{0,0,5}}"",625,{5},1.791759469228055,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-6/5},{0,0,1}}"",1,{5},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{5,0,-6},{0,0,5}}"",625,{5},1.791759469228055,1.1.1.1,""{1,-3,0,5}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
48,2,1.1.1.1,1,4382e269,ba61e312,8807eabe,1,{4},{1},"(""{{7,0,1},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,1/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,1},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,3,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
49,2,1.1.1.1,1,c4e4d992,ca9f4fd4,2d9fa39d,1,{4},{1},"(""{{7,0,-1},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,-1},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
132,3,1.1.1.1,1,54127a93,10e04864,86fee75b,1,{1},{},"(""{{2,0,-1,0},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-1/2,0},{0,0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,-1,0},{0,0,0,2}}"",64,{2},0.6931471805599453,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,2,,,,,,
50,2,1.1.1.1,1,e5d8f044,1b138681,308be62a,1,{4},{1},"(""{{1,0,7},{0,0,1}}"",1,{},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,7},{0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,7},{0,0,1}}"",1,{},1.9459101490553132,1.1.1.1,""{1,1,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
51,2,1.1.1.1,1,8983e2d9,493858d5,50b0c0e8,1,{4},{1},"(""{{1,0,-7},{0,0,1}}"",1,{},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-7},{0,0,1}}"",1,{},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{1,0,-7},{0,0,1}}"",1,{},1.9459101490553132,1.1.1.1,""{1,-2,0,1}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
52,2,1.1.1.1,1,e0fcd4b0,3f8366a1,f7e94280,1,{4},{1},"(""{{7,0,2},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,2/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,2},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,3,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
53,2,1.1.1.1,1,45411569,6e4b2498,e9784e36,1,{4},{1},"(""{{7,0,-2},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-2/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,-2},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,-1,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
54,2,1.1.1.1,1,37791c1d,899ccb93,56d8466a,1,{4},{1},"(""{{2,0,7},{0,0,2}}"",16,{2},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,7/2},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,7},{0,0,2}}"",16,{2},1.9459101490553132,1.1.1.1,""{1,1,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
55,2,1.1.1.1,1,7b45df48,8f5b5bb1,b7276025,1,{4},{1},"(""{{2,0,-7},{0,0,2}}"",16,{2},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-7/2},{0,0,1}}"",1,{2},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{2,0,-7},{0,0,2}}"",16,{2},1.9459101490553132,1.1.1.1,""{1,-2,0,2}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
56,2,1.1.1.1,1,4d41cdad,43483e4a,1c4f1765,1,{4},{1},"(""{{7,0,3},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,3/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,3},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,4,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
57,2,1.1.1.1,1,e95c8f28,e710a6d6,63383da2,1,{4},{1},"(""{{7,0,-3},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-3/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,-3},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,-2,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
58,2,1.1.1.1,1,44d16770,6d5eb69d,d79bb1bc,1,{4},{1},"(""{{3,0,7},{0,0,3}}"",81,{3},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,7/3},{0,0,1}}"",1,{3},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{3,0,7},{0,0,3}}"",81,{3},1.9459101490553132,1.1.1.1,""{1,1,0,3}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
59,2,1.1.1.1,1,8cce5e9c,e1971e4b,2a58e834,1,{4},{1},"(""{{3,0,-7},{0,0,3}}"",81,{3},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-7/3},{0,0,1}}"",1,{3},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{3,0,-7},{0,0,3}}"",81,{3},1.9459101490553132,1.1.1.1,""{1,-3,0,3}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
60,2,1.1.1.1,1,6bdbc984,c963239a,af37c9e2,1,{4},{1},"(""{{7,0,4},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,4/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,4},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,4,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
61,2,1.1.1.1,1,47c429b7,8ebcc39b,7f0cb9fd,1,{4},{1},"(""{{7,0,-4},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,0,0,1}"",1.1.1.1)","(""{{1,0,-4/7},{0,0,1}}"",1,{7},,1.1.1.1,""{1,0,0,1}"",1.1.1.1)",,"(""{{7,0,-4},{0,0,7}}"",2401,{7},1.9459101490553132,1.1.1.1,""{1,-3,0,7}"",1.1.1.1)",,monic centered,t,f,f,f,f,1,,,,,,
